,film_id,title,cast,my_title,my_rating,budget,id,imdb_id,original_language,overview,poster_path,revenue,runtime,votes,imdb_rating,year,genre
0,0,21,"KEVIN SPACEY,KATE BOSWORTH",21,5.5,35000000,8065,tt0478087,en,"Ben Campbell is a young, highly intelligent, student at M.I.T. in Boston who strives to succeed. Wanting a scholarship to transfer to Harvard School of Medicine with the desire to become a doctor, Ben learns that he cannot afford the $300,000 for the four to five years of schooling as he comes from a poor, working-class background. But one evening, Ben is introduced by his unorthodox math professor Micky Rosa into a small but secretive club of five. Students Jill, Choi, Kianna, and Fisher, who are being trained by Professor Rosa of the skill of card counting at blackjack.",/4zKAgycQDJD2zIkmPYV3aMR8tEy.jpg,69823199,123,204543,6.8,2008,CRIME
1,1,10 Things I Hate About You,"HEATH LEDGER ,JULIA STILES,ALLISON JANNEY",10 THINGS I HATE ABOUT YOU,8,16000000,4951,tt0147800,en,"Bianca, a tenth grader, has never gone on a date, but she isn't allowed to go out with boys until her older sister Kat gets a boyfriend. The problem is, Kat rubs nearly everyone the wrong way. But Bianca and the guy she has her eye on, Joey, are eager, so Joey fixes Kat up with Patrick, a new kid in town just bitter enough for Kat.",/paS5plbzKz3PYddxky6svYYz3hS.jpg,53478166,97,249592,7.2,1999,TEEN
2,2,10 Items or Less,MORGAN FREEMAN,10 ITEMS OR LESS,7,0,2357,tt0499603,en,"An actor who is considering the role of a supermarket manager arrives at a grocery store on the outskirts of Los Angeles to do some field research. He subsequently becomes stranded, without a car or cell phone, and accepts a ride home with Scarlet, a cashier who is about to interview for a new job. The actor rediscovers the essence of his craft while helping Scarlet gain the confidence she needs to change her life.",/zBKOY3fJNQZ88VNM7oLz1l7aBZF.jpg,580527,81,13403,6.7,2006,COMEDY
3,3,12 Angry Men,"LEE J. COBB,HENRY FONDA",12 ANGRY MEN,8.5,350000,389,tt0050083,en,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",/3W0v956XxSG5xgm7LB6qu8ExYJ2.jpg,1000000,96,526845,8.9,1957,DRAMA
4,4,27 Dresses,"KATHERINE HEIGL,JAMES MARDSEN",27 DRESSES,5,30000000,6557,tt0988595,en,Altruistic Jane finds herself facing her worst nightmare as her younger sister announces her engagement to the man Jane secretly adores.,/gCuWcThDlxKjsoG1FoAgM6HmiR4.jpg,160259319,111,136000,6.1,2008,ROMCOM
5,5,50 First Dates,"ADAM SANDLER,DREW BARRYMORE",50 FIRST DATES,7,75000000,1824,tt0343660,en,"Henry is a player skilled at seducing women. But when this veterinarian meets Lucy, a girl with a quirky problem when it comes to total recall, he realizes it's possible to fall in love all over againÃ_Â¢ÂŒÃ_ÂŒ_and again, and again. That's because the delightful Lucy has no short-term memory, so Henry must woo her day after day until he finally sweeps her off her feet.",/vKKdsaq3OomDvFdpPpWVg0L6gB9.jpg,196482882,99,288304,6.8,2004,ROMCOM
6,6,(500) Days of Summer,ZOEY DESCHANEL,500 DAYS OF SUMMER,6.5,7500000,19913,tt1022603,en,"Tom, greeting-card writer and hopeless romantic, is caught completely off-guard when his girlfriend, Summer, suddenly dumps him. He reflects on their 500 days together to try to figure out where their love affair went sour, and in doing so, Tom rediscovers his true passions in life.",/5SjtNPD1bb182vzQccvEUpXHFjN.jpg,60722734,95,416282,7.7,2009,ROMCOM
7,7,A Beautiful Mind,"RUSSELL CROWE,JENIFER CONNELY",A BEAUTIFUL MIND,7.8,60000000,453,tt0268978,en,"At Princeton University, John Nash struggles to make a worthwhile contribution to serve as his legacy to the world of mathematics. He finally makes a revolutionary breakthrough that will eventually earn him the Nobel Prize. After graduate school he turns to teaching, becoming romantically involved with his student Alicia. Meanwhile the government asks his help with breaking Soviet codes, which soon gets him involved in a terrifying conspiracy plot. Nash grows more and more paranoid until a discovery that turns his entire world upside down. Now it is only with Alicia's help that he will be able to recover his mental strength and regain his status as the great mathematician we know him as today..",/4SFqHDZ1NvWdysucWbgnYlobdxC.jpg,313542341,135,702124,8.2,2001,DRAMA
8,8,A Clockwork Orange,MALCOLM MACDOWELL,A CLOCKWORK ORANGE,8,2200000,185,tt0066921,en,"Demonic gang-leader Alex goes on the spree of rape, mugging and murder with his pack of ""droogs"". But he's a boy who also likes Beethoven's Ninth and a bit of ""the old in-out, in-out"". He later finds himself at the mercy of the state and its brainwashing experiment designed to take violence off the streets.",/kgAi87gyx6b4oGJYSC36tVkJyJu.jpg,26589000,136,630780,8.3,1971,CRIME
9,9,A Few Good Men,"TOM CRUISE,DEMI MOORE,KEVIN  BACON",A FEW GOOD MEN,6.5,40000000,881,tt0104257,en,"When cocky military lawyer Lt. Daniel Kaffee and his co-counsel, Lt. Cmdr. JoAnne Galloway, are assigned to a murder case, they uncover a hazing ritual that could implicate high-ranking officials such as shady Col. Nathan Jessep.",/WgWLwk55YaXFZdlMnPJTKlxGcz.jpg,243240178,138,200016,7.7,1992,DRAMA
10,10,A Good Year,"RUSSELL CROWE,MARION COTILLARD",A GOOD YEAR,6.5,35000000,9726,tt0401445,en,"Failed London banker Max Skinner inherits his uncle's vineyard in Provence, where he spent many childhood holidays. Upon his arrival, he meets a woman from California who tells Max she is his long-lost cousin and that the property is hers.",/xxVoHo9Z9CZzRdkzj1IxrWYTQWT.jpg,42064105,118,77800,6.9,2006,DRAMA
11,11,A History of Violence,"VIGGO MORTENSON,ED HARRIS",A HISTORY OF VIOLENCE,6.5,32000000,59,tt0399146,en,An average family is thrust into the spotlight after the father commits a seemingly self-defense murder at his diner.,/mz1qCHXxTUJm2AqOdW3IIpwYdo3.jpg,60740827,96,201590,7.5,2005,COMICBOOK
12,12,A League of Their Own,"TOM HANKS,GEENA DAVIS,MADONNA",A LEAGUE OF THEIR OWN,7,40000000,11287,tt0104694,en,"Small-town sisters Dottie and Kit join an all-female baseball league formed after World War II brings pro baseball to a standstill. When their team hits the road with its drunken coach, the siblings find troubles and triumphs on and off the field.",/mHr58FxWSPZtxSqVxDpO12nKmMi.jpg,132440069,128,78480,7.2,1992,SPORTS
13,13,A Lot Like Love,"AMANDA PEET,ASHTON KUTCHER",A LOT LIKE LOVE,6.5,30000000,8976,tt0391304,en,"On a flight from Los Angeles to New York, Oliver and Emily make a connection, only to decide that they are poorly suited to be together. Over the next seven years, however, they are reunited time and time again, they go from being acquaintances to close friends to ... lovers?",/anrhVr6lZqesL1HDgmX06Oo86R.jpg,42886719,107,61829,6.6,2005,ROMCOM
14,14,A Streetcar Named Desire,"MARLON BRANDO,VIVIEN LEIGH",A STREETCAR NAMED DESIRE,7,1800000,702,tt0044081,en,Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,/9KCwu6dhLt1DOxaUqMacMCxlXMH.jpg,8000000,125,85644,8,1951,DRAMA
15,15,Aladdin,ROBIN WILLIAMS,ALADDIN,8,28000000,812,tt0103639,en,"Princess Jasmine grows tired of being forced to remain in the palace, so she sneaks out into the marketplace, in disguise, where she meets street-urchin Aladdin.  The couple falls in love, although Jasmine may only marry a prince.  After being thrown in jail, Aladdin becomes embroiled in a plot to find a mysterious lamp, with which the evil Jafar hopes to rule the land.",/7f53XAE4nPiGe9XprpGAeWHuKPw.jpg,504050219,90,294066,8,1992,ANIMATION
16,16,America's Sweethearts,"CATHERINE ZETA JONES,JULIA ROBERTS,JOHN CUSACK",AMERICA'S SWEETHEARTS,4.5,0,11467,tt0265029,en,"In the midst of a nasty public breakup of married movie stars, a studio publicist scrambles to put a cap on the escalating situation as the couple's latest film has found it's only print kidnapped by the director.",/zggrMP2Jay25WwzZJxDSRV3OPZX.jpg,0,102,50250,5.7,2001,ROMCOM
17,17,Amy,RACHEL GRIFFITHS,AMY ,7.5,0,31768,tt0118614,en,"Amy is a story of a young girl who witnesses her dad's death on stage at a rock concert. She becomes mentally mute/deaf after this, and 4 years later discovers she can communicate only by singing.",/38iVDY0GUgcyhPARLDQWzDu2RpB.jpg,0,104,714,7,1998,DRAMA
18,18,Amy,AMY WINEHOUSE,AMY,7,0,331781,tt2870648,en,"A documentary on the life of Amy Winehouse, the immensely talented yet doomed songstress. We see her from her teen years, where she already showed her singing abilities, to her finding success and then her downward spiral into alcoholism and drugs.",/38iVDY0GUgcyhPARLDQWzDu2RpB.jpg,8413144,128,39419,7.8,2015,DOCUMENTARY
19,19,Analyze That,"ROBERT DE NIRO, BILLY CRYSTAL,LISA KUDROW",ANALYZE THAT,5,60000000,9932,tt0289848,en,"The mafia's Paul Vitti is back in prison and will need some serious counseling when he gets out. Naturally, he returns to his analyst Dr. Ben Sobel for help and finds that Sobel needs some serious help himself as he has inherited the family practice, as well as an excess stock of stress.",/qq12vSFojs306GpQh2hf5oILMsc.jpg,55003135,96,74482,5.9,2002,COMEDY
20,20,Analyze This,"ROBERT DE NIRO, BILLY CRYSTAL,LISA KUDROW",ANALYZE THIS,7,80000000,9535,tt0122933,en,"Countless wiseguy films are spoofed in this film that centers on the neuroses and angst of a powerful Mafia racketeer who suffers from panic attacks. When Paul Vitti needs help dealing with his role in the ""family,"" unlucky shrink Dr. Ben Sobel is given just days to resolve Vitti's emotional crisis and turn him into a happy, well-adjusted gangster.",/eqa4TEgkx63WRhqyD8eTwmL7bUi.jpg,176885658,103,132150,6.7,1999,COMEDY
21,21,Anchorman: The Legend of Ron Burgundy,"WILL FERRELL,PAUL RUDD,STEVE CARELL",ANCHORMAN-THE LEGEND OF RON BURGUNDY,9,26000000,8699,tt0357413,en,"It's the 1970s, and San Diego super-sexist anchorman Ron Burgundy is the top dog in local TV, but that's all about to change when ambitious reporter Veronica Corningstone arrives as a new employee at his station.",/hafNeozn8Q4K6enP2ux5MTMCHjH.jpg,90574188,94,291132,7.2,2004,COMEDY
22,22,...And Justice for All,"AL PACINO,LEE STRASBERG",AND JUSTICE FOR ALL,7.5,0,17443,tt0078718,en,"An ethical Baltimore defense lawyer disgusted with rampant legal corruption is asked to defend a judge he despises in a rape trial. But if he doesn't do it, the judge will have him disbarred.",/xiMZwW8GJiJteLZttRwxVi7oFet.jpg,33300000,119,25669,7.4,1979,DRAMA
23,23,Anger Management,"JACK NICHOLSON,ADAM SANDLER",ANGER MANAGEMENT,6.5,75000000,9506,tt0305224,en,"After a small misunderstanding aboard an airplane escalates out of control, timid businessman Dave Buznik is ordered by the court to undergo anger management therapy at the hands of specialist Dr. Buddy Rydell. But when Buddy steps up his aggressive treatment by moving in, Dave goes from mild to wild as the unorthodox treatment wreaks havoc with his life.",/wsrZrb2Ng3eO4TYmeBufwdKeC3a.jpg,195745823,106,182759,6.2,2003,COMEDY
24,24,As Good as It Gets,"JACK NOCHOLSON, HELEN HUNT",AS GOOD AS IT GETS,8,50000000,2898,tt0119822,en,"New York City. Melvin Udall, a cranky, bigoted, obsessive-compulsive writer, finds his life turned upside down when neighboring gay artist Simon is hospitalized and his dog is entrusted to Melvin. In addition, Carol, the only waitress who will tolerate him, must leave work to care for her sick son, making it impossible for Melvin to eat breakfast.",/q2645aW8vgg1g7RL5lil6K93yaA.jpg,314178011,139,241791,7.7,1997,COMEDY
25,25,Austin Powers: International Man of Mystery,"MIKE MYERS,LIZ HURLEY",AUSTIN POWERS: INTERNATIONAL MAN OF MYSTERY,6.5,16500000,816,tt0118655,en,"As a swingin' fashion photographer by day and a groovy British superagent by night, Austin Powers is the '60s' most shagadelic spy, baby! But can he stop megalomaniac Dr. Evil after the bald villain freezes himself and unthaws in the '90s? With the help of sexy sidekick Vanessa Kensington, he just might.",/1Ly0MRK2Na0aRpy2bD6GBRP3Rzx.jpg,67683989,94,196238,7,1997,COMEDY
26,26,Avatar,"SAM WORTHINGTON,SIGOURNEY WEAVER",AVATAR,8,237000000,19995,tt0499549,en,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",/kmcqlZGaSh20zpTbuoF0Cdn07dT.jpg,2787965087,162,973687,7.8,2009,SCI-FI
27,27,Baby Mama,TINA FEY,BABY MAMA,6.5,30000000,8780,tt0871426,en,"A successful, single businesswoman who dreams of having a baby discovers she is infertile and hires a working class woman to be her unlikely surrogate.",/8YFiUegDjZPuNF1qdENDkcWfXPx.jpg,63833449,99,36419,6,2008,COMEDY
28,28,Batman,"MICHAEL KEATON,KIM BASIGNER",BATMAN,6.5,35000000,268,tt0096895,en,"The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker, who has seized control of Gotham's underworld.",/kBf3g9crrADGMc2AMAMlLBgSm2h.jpg,411348924,126,294597,7.6,1989,COMICBOOK
29,29,Batman & Robin,"GOERGE CLOONEY,CHRIS O' DONELL,ARNOLD",BATMAN & ROBIN,5,125000000,415,tt0118688,en,"Along with crime-fighting partner Robin and new recruit Batgirl, Batman battles the dual threat of frosty genius Mr. Freeze and homicidal horticulturalist Poison Ivy. Freeze plans to put Gotham City on ice, while Ivy tries to drive a wedge between the dynamic duo.",/79AYCcxw3kSKbhGpx1LiqaCAbwo.jpg,238207122,125,205844,3.7,1997,COMICBOOK
30,30,Batman Begins,"CHRISTIAN BALE.MORGAN FREEMAN,MICHAEL CAINE,GARY OLDMAN,LIAM NEESON",BATMAN BEGINS,9,150000000,272,tt0372784,en,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",/dr6x4GyyegBWtinPBzipY02J2lV.jpg,374218673,140,1101331,8.3,2005,COMICBOOK
31,31,Batman Forever,"NICOLE KIDMAN,JIM CARREY,VAL KILMER",BATMAN FOREVER ,4.5,100000000,414,tt0112462,en,"The Dark Knight of Gotham City confronts a dastardly duo: Two-Face and the Riddler. Formerly District Attorney Harvey Dent, Two-Face believes Batman caused the courtroom accident which left him disfigured on one side. And Edward Nygma, computer-genius and former employee of millionaire Bruce Wayne, is out to get the philanthropist; as The Riddler. Former circus acrobat Dick Grayson, his family killed by Two-Face, becomes Wayne's ward and Batman's new partner Robin.",/eTMrHEhlFPHNxpqGwpGGTdAa0xV.jpg,336529144,121,207893,5.4,1995,COMICBOOK
32,32,Batman Returns,"MICHAEL KEATON,MICHELLE PHIEPHER",BATMAN RETURNS,5,80000000,364,tt0103776,en,"Having defeated the Joker, Batman now faces the Penguin - a warped and deformed individual who is intent on being accepted into Gotham society. Crooked businessman Max Schreck is coerced into helping him become Mayor of Gotham and they both attempt to expose Batman in a different light. Selina Kyle, Max's secretary, is thrown from the top of a building and is transformed into Catwoman - a mysterious figure who has the same personality disorder as Batman. Batman must attempt to clear his name, all the time deciding just what must be done with the Catwoman.",/ifzddUhnsTf1h6guBUKBlDwuS1t.jpg,280000000,126,237022,7,1992,COMICBOOK
33,33,Beetlejuice,"MICHAEL KEATON,ALEC BALDWIN,WINONA RYDER",BEETLEJUICE,7,15000000,4011,tt0094721,en,"Thanks to an untimely demise via drowning, a young couple end up as poltergeists in their New England farmhouse, where they fail to meet the challenge of scaring away the insufferable new owners, who want to make drastic changes. In desperation, the undead newlyweds turn to an expert frightmeister, but he's got a diabolical agenda of his own.",/gWnW7vxm8yr01TVLQhL4aI02orp.jpg,73326666,92,212711,7.5,1988,COMEDY
34,34,Bicentennial Man,"ROBIN WILLIAMS,SAM NEIL",BICENTENNIAL MAN,6.5,100000000,2277,tt0182789,en,"Richard Martin buys a gift, a new NDR-114 robot. The product is named Andrew by the youngest of the family's children. ""Bicentennial Man"" follows the life and times of Andrew, a robot purchased as a household appliance programmed to perform menial tasks. As Andrew begins to experience emotions and creative thought, the Martin family soon discovers they don't have an ordinary robot.",/pt57Kwkd2g2xdYFZKx3yCoz9Xim.jpg,0,131,96697,6.8,1999,SCI-FI
35,35,Big Daddy,ADAM SANDLER,BIG DADDY,7,34200000,9032,tt0142342,en,"A lazy law school grad adopts a kid to impress his girlfriend, but everything doesn't go as planned and he becomes the unlikely foster father.",/zDJ4GVch7Iw2i0j84ceoElRUZUR.jpg,234801895,93,175000,6.4,1999,COMEDY
36,36,Braveheart,"MEL GIBSON,SOPHIE MARCEAU",BRAVEHEART,8.5,72000000,197,tt0112573,en,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",/2qAgGeYdLjelOEqjW9FYvPHpplC.jpg,210000000,177,827099,8.4,1995,DRAMA
37,37,Bridget Jones's Diary,"RENEE ZELWEGER,HUGH GRANT,COLLIN FIRTH",BRIDGET JONES' DIARY,7,25000000,634,tt0243155,en,"A chaotic Bridget Jones meets a snobbish lawyer, and he soon enters her world of imperfections.",/ym6kjFFZg6boC0QHBVw6hqJLbxv.jpg,281929795,97,192982,6.7,2001,ROMCOM
38,38,Broken Flowers,"BILL MURRAY,SHARON STONE",BROKEN FLOWERS,6,10000000,308,tt0412019,en,"As the devoutly single Don Johnston is dumped by his latest girlfriend, he receives an anonymous pink letter informing him that he has a son who may be looking for him.",/pvtdRUpJE6YjIi8BLEZ7jhEdeN1.jpg,45742101,105,87878,7.2,2005,DRAMA
39,39,Bruce Almighty,"JIM CARREY,JENIFER ANISTON",BRUCE ALMIGHTY,6,80000000,310,tt0315327,en,"Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, N.Y. Despite his high ratings and the love of his beautiful girlfriend, Grace, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God -- and the Almighty responds, endowing Bruce with all of His divine powers.",/lgYKHifMMLT8OxYObMKa8b4STsr.jpg,484572835,101,325618,6.7,2003,COMEDY
40,40,Casino,"ROBERT DENIRO,SHARON STONE,JOE PESCI",CASINO  ,8,52000000,524,tt0112641,en,The life of the gambling paradise Ã_Â¢ÂŒÃ_ÂŒÃ± Las Vegas Ã_Â¢ÂŒÃ_ÂŒÃ± and its dark mafia underbelly.,/xo517ibXBDdYQY81j0WIG7BVcWq.jpg,116112375,178,377165,8.2,1995,CRIME
41,41,Casino Royale,DANIEL CRAIG,CASINO ROYALE,8,150000000,36557,tt0381061,en,"Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond Ã_Â¢ÂŒÃ_ÂŒÃ± on his maiden mission as a 00 Agent Ã_Â¢ÂŒÃ_ÂŒÃ± to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.",/zlWBxz2pTA9p45kUTrI8AQiKrHm.jpg,599045960,144,511740,8,2006,ACTION
42,42,Cast Away,"TOM HANKS, HELEN HUNT",CAST AWAY,9,90000000,8358,tt0162222,en,"Chuck, a top international manager for FedEx, and Kelly, a Ph.D. student, are in love and heading towards marriage. Then Chuck's plane to Malaysia ditches at sea during a terrible storm. He's the only survivor, and he washes up on a tiny island with nothing but some flotsam and jetsam from the aircraft's cargo.",/w515BrZvczKIxbHurG6HIiYYrba.jpg,429632142,143,440172,7.8,2000,DRAMA
43,43,Catch Me If You Can,"TOM HANKS,LEONARDO DI CAPRIO,MARTIN SHEEN",CATCH ME IF YOU CAN,7.5,52000000,640,tt0264464,en,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",/MywWCQGJNUr5kivAQ7eseCG7rm.jpg,352114312,141,635447,8.1,2002,CRIME
44,44,Charlie and the Chocolate Factory,JOHNNY DEPP,CHARLIE AND THE CHOCOLATE FACTORY,7.5,150000000,118,tt0367594,en,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",/dvHl1dYvaZRhj9Gk0ITcCHr4DIJ.jpg,474968763,115,359744,6.7,2005,ADVENTURE
45,45,Charlie Wilson's War,"TOM HANKS ,JULIA ROBERTS,PHILIP SEYMOUR HOFFMAN",CHARLIE WILSON'S WAR,6.5,75000000,6538,tt0472062,en,"The true story of Texas congressman Charlie Wilson's covert dealings in Afghanistan, where his efforts to assist rebels in their war with the Soviets had some unforeseen and long-reaching effects.",/uN9tN0ZDyol7VsTlugDZhGc11xQ.jpg,119000410,102,95514,7.1,2007,COMEDY
46,46,Charlie's Angels,"CAMERON DIAZ, LUCI LU, DREW BARRYMORE",CHARLIE'S ANGELS,7,92000000,4327,tt0160127,en,"Three women, detectives with a mysterious boss, retrieve stolen voice-ID software, using martial arts, tech skills, and sex appeal.",/eBzf9d09Vgq2HSVC4fIZm1QNQd.jpg,264105545,98,155088,5.5,2000,ACTION
47,47,Cheaper by the Dozen,"STEVE MARTIN,BONNIE SMITH",CHEAPER BY THE DOZEN,6,40000000,11007,tt0349205,en,"The Baker brood moves to Chicago after patriarch Tom gets a job coaching football at Northwestern University, forcing his writer wife, Mary, and the couple's 12 children to make a major adjustment. The transition works well until work demands pull the parents away from home, leaving the kids bored -- and increasingly mischievous.",/qdbC2M1WCY310tmbraIoxbd32TT.jpg,190212113,98,81973,5.8,2003,COMEDY
48,48,The Chronicles of Narnia: Prince Caspian,LIAM NEESON,CHRONICLES OF THE NARNIA,6.5,225000000,2454,tt0499448,en,"One year after their incredible adventures in the Lion, the Witch and the Wardrobe, Peter, Edmund, Lucy and Susan Pevensie return to Narnia to aid a young prince whose life has been threatened by the evil King Miraz. Now, with the help of a colorful cast of new characters, including Trufflehunter the badger and Nikabrik the dwarf, the Pevensie clan embarks on an incredible quest to ensure that Narnia is returned to its rightful heir.",/mEHd5n927ifJEODgbtC09Faqwcg.jpg,419651413,150,166337,6.5,2008,ADVENTURE
49,49,Citizen Kane,ORSON WELLS,CITIZEN KANE,8,839727,15,tt0033467,en,"Newspaper magnate, Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.",/sav0jxhqiH0bPr2vZFU0Kjt2nZL.jpg,23217674,119,332745,8.4,1941,DRAMA
50,50,Crash,"DON CHEADLE,MATT DILLON,SANDRA BULLOCK",CRASH,5,6500000,1640,tt0375679,en,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",/pG8LL4LYMCr5uikhx9rewrW8352.jpg,98410061,112,384418,7.8,2004,DRAMA
51,51,Dan in Real Life,"STEVE CARELL,JULIETTE BINNOCHHE",DAN IN REAL LIFE,6.5,25000000,7211,tt0480242,en,"Advice columnist, Dan Burns is an expert on relationships, but somehow struggles to succeed as a brother, a son and a single parent to three precocious daughters. Things get even more complicated when Dan finds out that the woman he falls in love with is actually his brother's new girlfriend.",/2HnyNUcQ9B5OJVJBIbidb0F9gT1.jpg,68377859,98,90831,6.8,2007,COMEDY
52,52,Daredevil,"BEN AFFLECK,JEIFER GARNER,COLIN FARELL",DAREDEVIL,5,78000000,9480,tt0287978,en,"He dwells in a world of eternal night, but the blackness is filled with sounds and scents, tastes and textures that most cannot perceive. Although attorney Matt Murdock is blind, his other four senses function with superhuman sharpness. By day, Murdock represents the downtrodden. At night he is Daredevil, a masked vigilante stalking the dark streets of the city, a relentless avenger of justice.",/dNVEqwgIdrwWQL3zXI5mQG60oM5.jpg,179179718,103,188309,5.3,2003,COMICBOOK
53,53,"Definitely, Maybe","RYAN REYNOLDS,RACHEL WEIZ,ISLA FISHER,ELIZABETH BANKS","DEFINITELY, MAYBE",7,0,8390,tt0832266,en,"When Will decides to tell his daughter the story of how he met her mother, he discovers that a second look at the past might also give him a second chance at the future.",/26U9CeCwH63P0n4jrYnhxnlfKWs.jpg,55447968,112,137845,7.2,2008,ROMCOM
54,54,Die Another Day,"PIERCE BROSNAN,HALLE BERRY",DIE ANOTHER DAY,6,140000000,36669,tt0246460,en,"Bond takes on a North Korean leader who undergoes DNA replacement procedures that allow him to assume different identities. American agent, Jinx Johnson assists Bond in his attempt to thwart the villain's plans to exploit a satellite that is powered by solar energy.",/1iUZqUXS7x5FcGM5J0u01xuObWC.jpg,431971116,133,182106,6.1,2002,ACTION
55,55,Disturbia,"SHIA LE BEOULF, CARRIE ANN MOSS",DISTURBIA,6,20000000,8271,tt0486822,en,"Kale is a 17-year-old placed under house arrest after punching his teacher. He is confined to his house, and decides to use his free time spying on his neighbors. Things start to get weird when guests enter the Turner's house and don't come back out. Kale and his friends, Ronnie and Ashley, start to grow more and more interested in what is actually happening within the house of Robert Turner.",/eyQ7vWEm2SClbAlNLTOhQhkSkFF.jpg,117760134,105,198836,6.9,2007,HORROR
56,56,Dog Day Afternoon,"AL PACINO ,JOHN CAZALE",DOG DAY AFTERNOON,8.5,1800000,968,tt0072890,en,A man robs a bank to pay for his lover's operation; it turns into a hostage situation and a media circus.,/qgWuZ2yNJrclU8EldQG4rLhwMoy.jpg,46665856,125,203737,8,1975,CRIME
57,57,Donnie Darko,"JAKE GYLLENHALL,MAGGIE GYLLENHALL",DONNIE DARKO,6,6000000,141,tt0246578,en,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.",/nmb4QhCRmdfNP6rgb81yUFgI83l.jpg,1270522,113,650556,8.1,2001,THRILLER
58,58,Double Jeopardy,"ASHLEY JUDD,TOMMY LEE JONES",DOUBLE JEOPARDY,6.5,70000000,10398,tt0150377,en,"A woman framed for her husband's murder suspects he is still alive; as she has already been tried for the crime, she can't be re-prosecuted if she finds and kills him.",/9Pl7lqUzU7lxQHYjcmTT6ZvbbDY.jpg,177841558,105,61366,6.4,1999,ACTION
59,59,"Dude, Where's My Car?","ASHTON KUTCHER,JENIFER GARNER",DUDE WHERE'S MY CAR,6,13000000,8859,tt0242423,en,"Jesse and Chester, two bumbling stoners, wake up one morning from a night of partying and cannot remember where they parked their car. They encounter a variety of people while looking for it, including their angry girlfriends, an angry street gang, a transexual stripper, a cult of alien seeking fanatics, and aliens in human form looking for a mystical device that could save or destroy the world.",/3KoZiWlgvmeDYiLk9oOMpEvZThb.jpg,73180723,83,123518,5.5,2000,TEEN
60,60,Duplex,"BEN STILLER,DREW BARRYMORE",DUPLEX,6,40000000,7288,tt0266489,en,"When a young couple buys their dream home, they have no idea what the sweet little old lady upstairs is going to put them through!",/rFtYcCd21ML6s0EuGMEuojFvz3B.jpg,19322135,89,49623,5.9,2003,COMEDY
61,61,E.T. the Extra-Terrestrial,DREW BARRYMORE,E.T. THE EXTRA-TERRESTRIAL,8,10500000,601,tt0083866,en,"After a gentle alien becomes stranded on Earth, the being is discovered and befriended by a young boy named Elliott. Bringing the extraterrestrial into his suburban California house, Elliott introduces E.T., as the alien is dubbed, to his brother and his little sister, Gertie, and the children decide to keep its existence a secret. Soon, however, E.T. falls ill, resulting in government intervention and a dire situation for both Elliott and the alien.",/8htLKK03TJjKZOXJgihZCu8v0P.jpg,792965326,115,313092,7.9,1982,SCI-FI
62,62,Election,"MATTHEW BROADERICK,REESE WITHERSPOON",ELECTION,8,0,9451,tt0126886,en,A high school teacher's personal life becomes complicated as he works with students during the school elections.,/4RHyF1v1n4iodWzHG4m7XkGcJVB.jpg,0,99,79073,7.3,1999,COMEDY
