,film_id,title,cast,my_title,my_rating,budget,id,imdb_id,original_language,overview,poster_path,revenue,runtime,votes,imdb_rating,year,genre
132,132,Meet the Parents,"ROBERT DENIRO,BEN STILLER",MEET THE PARENTS,7,55000000,1597,tt0212338,en,"Greg Focker is ready to marry his girlfriend, Pam, but before he pops the question, he must win over her formidable father, humorless former CIA agent Jack Byrnes, at the wedding of Pam's sister. As Greg bends over backward to make a good impression, his visit to the Byrnes home turns into a hilarious series of disasters, and everything that can go wrong does, all under Jack's critical, hawklike gaze.",/wVjtQtzv9IcNRGnOOdcK797Sdxx.jpg,330444045,108,279607,7,2000,COMEDY
133,133,Memento,"GUY PEARCE,CARRIE ANN MOSS",MEMENTO,9,9000000,77,tt0209144,en,"Suffering short-term memory loss after a head injury, Leonard Shelby embarks on a grim quest to find the lowlife who murdered his wife in this gritty, complex thriller that packs more knots than a hangman's noose. To carry out his plan, Shelby snaps Polaroids of people and places, jotting down contextual notes on the backs of photos to aid in his search and jog his memory. He even tattoos his own body in a desperate bid to remember.",/fQMSaP88cf1nz4qwuNEEFtazuDM.jpg,39723096,113,952768,8.5,2000,THRILLER
134,134,Michael Clayton,"GEORGE CLOONEY,TILDA SWINTON,SYDNEY POLLOCK",MICHAEL CLAYTON,7,25000000,4566,tt0465538,en,A law firm brings in its 'fixer' to remedy the situation after a lawyer has a breakdown while representing a chemical company that he knows is guilty in a multi-billion dollar class action suit.,/pteOsXsjy4JpPY5jXMYDIo1yZlk.jpg,92991835,119,143171,7.3,2007,DRAMA
135,135,Million Dollar Baby,"CLINT EASTWOOD,MORGAN FREEMAN,",MILLION DOLLAR BABY,7,30000000,70,tt0405159,en,"Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.",/h4VZKi2Jt4VoBYJmtC4c3bO8KqM.jpg,216763646,132,542015,8.1,2004,SPORTS
136,136,Miss Congeniality,"SANDRA BULLOCK,MICHAEL CAINE",MISS CONGENIALITY,6.5,45000000,1493,tt0212346,en,"When the local FBI office receives a letter from a terrorist known only as 'The Citizen', it's quickly determined that he's planning his next act at the Miss America beauty pageant. Because tough-as-nails Gracie Hart is the only female Agent at the office, she's chosen to go undercover as the contestant from New Jersey.",/mILq93mndRkMRz1MgaKqD3WpR1d.jpg,212000000,111,154723,6.2,2000,COMEDY
137,137,Mission: Impossible,"TOM CRUISE,JON VOIGHT,VING RHAMES",MISSION IMPOSSIBLE,7,80000000,954,tt0117060,en,"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.",/vmj2PzTLC6xJvshpq8SlaYE3gbd.jpg,457696359,110,329237,7.1,1996,ACTION
138,138,Mission: Impossible II,"TOM CRUISE,THANDIE NEWTON,ANTHONY HOPKINS,VING RHAMES",MISSION IMPOSSIBLE 2,6,125000000,955,tt0120755,en,"With computer genius Luther Stickell at his side and a beautiful thief on his mind, agent Ethan Hunt races across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission, should Hunt choose to accept it, plunges him into the center of an international crisis of terrifying magnitude.",/eRaEC0vf5q5TSvaoJPwGTt2wa9T.jpg,546388105,123,265135,6.1,2000,ACTION
139,139,Moulin Rouge!,"NICOLE KIDMAN,EWAN MCGREGOR",MOULIN ROUGE,7.5,52500000,824,tt0203009,en,"A celebration of love and creative inspiration takes place in the infamous, gaudy and glamorous Parisian nightclub, at the cusp of the 20th century. A young poet, who is plunged into the heady world of Moulin Rouge, begins a passionate affair with the club's most notorious and beautiful star.",/xhuQz2yKPlWvMvvnf2u9RVkAQx6.jpg,179213434,127,240802,7.6,2001,MUSICAL
140,140,Mr. & Mrs. Smith,"BRAD PITT,ANGELINA JOLIE,VINCE VAUGHN",MR AND MRS SMITH,6,110000000,787,tt0356910,en,"After five (or six) years of vanilla-wedded bliss, ordinary suburbanites John and Jane Smith are stuck in a huge rut. Unbeknownst to each other, they are both coolly lethal, highly-paid assassins working for rival organisations. When they discover they're each other's next target, their secret lives collide in a spicy, explosive mix of wicked comedy, pent-up passion, nonstop action and high-tech weaponry.",/dqs5BmwSULtB28Kls3IB6khTQwp.jpg,478207520,120,388024,6.5,2005,ACTION
141,141,Mr. Deeds,"ADAM SANDLER,WINONA RYDER",MR. DEEDS,7,50000000,2022,tt0280590,en,"When Longfellow Deeds, a small-town pizzeria owner and poet, inherits $40 billion from his deceased uncle, he quickly begins rolling in a different kind of dough. Moving to the big city, Deeds finds himself besieged by opportunists all gunning for their piece of the pie. Babe, a television tabloid reporter, poses as an innocent small-town girl to do an exposÃ_Â€ÂŒÂ© on Deeds.",/l3hmNjhxmqjXrvGNMMmeOmsyX3r.jpg,171269535,96,120075,5.8,2002,COMEDY
142,142,My Cousin Vinny,"JOE PESCI,MARRISA TOMEI",MY COUSIN VINNY,7,11000000,10377,tt0104952,en,"Two carefree pals traveling through Alabama are mistakenly arrested, and charged with murder. Fortunately, one of them has a cousin who's a lawyer - Vincent Gambini, a former auto mechanic from Brooklyn who just passed his bar exam after his sixth try. When he arrives with his leather-clad girlfriend , to try his first case, it's a real shock - for him and the Deep South!",/zcd2U5BAP0rYOucfcj8nE4VVVKC.jpg,64088552,120,90329,7.5,1992,COMEDY
143,143,My Super Ex-Girlfriend,"UMA THURMAN,LUKE WILSON,ANNA FARRIS",MY SUPER EXGIRLFRIEND ,4,0,4474,tt0465624,en,"When New York architect Matt Saunders dumps his new girlfriend Jenny Johnson - a smart, sexy and reluctant superhero known as G-Girl - she uses her powers to make his life a living hell!",/aP7lAuOywcuUVk9kVMdj2FNDQy7.jpg,60896147,95,56829,5.1,2006,COMEDY
144,144,National Treasure,"NICHOLAS CAGE,HARVEY KEITEL",NATIONAL TREASURE,7.5,100000000,2059,tt0368891,en,"Modern treasure hunters, led by archaeologist Ben Gates, search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin during the Revolutionary War. The chest's whereabouts may lie in secret clues embedded in the Constitution and the Declaration of Independence, and Gates is in a race to find the gold before his enemies do.",/luMoc56LLMWUt60vUNNpwxrbTNt.jpg,347451894,131,272504,6.9,2004,ADVENTURE
145,145,Next Stop Wonderland,PHILIP SEYMOUR HOFFMAN,NEXT STOP WONDERLAND,8.5,0,41469,tt0119778,en,A lighthearted story about a man and a woman who seem destined to be together... and the hilarious chain of accidents that seem determined to keep them apart!,/c0Iezx1DOEd5nIYTOyg1OQ5YvN3.jpg,0,96,4331,6.7,1998,ROMCOM
146,146,Nick of Time,"JOHNNY DEPP,CHRISTOPHER WALKEN",NICK OF TIME,6.5,8169363,2086,tt0113972,en,"Gene Watson is a public accountant who arrives on a train at Union Station in Los Angeles, accompanied by his 6-year-old daughter Lynn. Because of his ordinary looks, he is approached by a pair of sinister people named Smith and Jones.",/3kYcyD9yAjdjimYlIiGPfdMVbZb.jpg,8175346,90,34965,6.3,1995,THRILLER
147,147,Nine Months,"HUGH GRANT, JULLIANE MOORE, ROBIN WILLIAMS",NINE MONTHS ,6,0,11472,tt0113986,en,"When he finds out his longtime girlfriend is pregnant, a commitment-phobe realizes he might have to change his lifestyle for better or much, much worse.",/l6HWwhtqmowlNqWYln011WTTm35.jpg,69660733,103,31851,5.5,1995,COMEDY
148,148,No Country for Old Men,"JAVIER BARDEM,TOMMY LEE JONES",NO COUNTRY FOR OLD MEN,8,25000000,6977,tt0477348,en,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",/6o0UWX2naW7HK45PDNYmoMIk5qs.jpg,171600000,122,698332,8.1,2007,ADVENTURE
149,149,Not Another Teen Movie,"CHRIS EVANS,JAMIE PRESSLEY",NOT ANOTHER TEEN MOVIE,7,16000000,11397,tt0277371,en,"On a bet, a gridiron hero at John Hughes High School sets out to turn a bespectacled plain Jane into a beautiful and popular prom queen in this outrageous send-up of the teen movie genre.",/lUUyU80dWllaya1WhskDZKW6uHq.jpg,66468332,89,86212,5.7,2001,TEEN
150,150,Notting Hill,"HUGH GRANT, JULIA ROBERTS",NOTTING HILL,7,42000000,509,tt0125439,en,"William Thacker is a London bookstore owner whose humdrum existence is thrown into romantic turmoil when famous American actress Anna Scott appears in his shop. A chance encounter over spilled orange juice leads to a kiss that blossoms into a full-blown affair. As the average bloke and glamorous movie star draw closer and closer together, they struggle to reconcile their radically different lifestyles in the name of love.",/f1gMw3PVicfdq9thlvUIjJ5UdvS.jpg,363889678,124,225843,7.1,1999,ROMCOM
151,151,Ocean's Eleven,"GEORGE CLOONEY,BRAD PITT,MATT DAMON,ANDY GARCIA",OCEAN'S ELEVEN,9,85000000,161,tt0240772,en,"Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess.",/o0h76DVXvk5OKjmNez5YY0GODC2.jpg,450717150,116,443302,7.8,2001,CRIME
152,152,Ocean's Thirteen,"GEORGE CLOONEY,BRAD PITT,MATT DAMON,AL PACINO",OCEAN'S THIRTEEN,6.5,85000000,298,tt0496806,en,"Danny Ocean's team of criminals are back and composing a plan more personal than ever. When ruthless casino owner Willy Bank doublecrosses Reuben Tishkoff, causing a heart attack, Danny Ocean vows that he and his team will do anything to bring down Willy Bank along with everything he's got. Even if it means asking for help from an enemy.",/5QTc2a782KkHwz4NntHMDgcp3PX.jpg,311312624,122,279591,6.9,2007,CRIME
153,153,Ocean's Twelve,"GEORGE CLOONEY,MATT DAMON,CATHERIENE ZETA JONES",OCEAN'S TWELVE,6,110000000,163,tt0349903,en,"Danny Ocean reunites with his old flame and the rest of his merry band of thieves in carrying out three huge heists in Rome, Paris and Amsterdam Ã_Â¢ÂŒÃ_ÂŒÃ± but a Europol agent is hot on their heels.",/nS3iDLQuy13XY1JH58NNl1rCuNN.jpg,362744280,125,311295,6.5,2004,CRIME
154,154,On the Waterfront,MARLON BRANDO,ON THE WATERFRONT,9,910000,654,tt0047296,en,"Terry Malloy dreams about being a prize fighter, while tending his pigeons and running errands at the docks for Johnny Friendly, the corrupt boss of the dockers union. Terry witnesses a murder by two of Johnny's thugs, and later meets the dead man's sister and feels responsible for his death. She introduces him to Father Barry, who tries to force him to provide information for the courts that will smash the dock racketeers.",/2AKM5RxGoerG5v1x4TWu36MDxqT.jpg,9600000,108,114661,8.2,1954,DRAMA
155,155,One Flew Over the Cuckoo's Nest,"JACK NICHOLSON, DANNY DEVITO",ONE FLEW OVER THE CUCKOO'S THE NEST,9,3000000,510,tt0073486,en,"While serving time for insanity at a state mental hospital, implacable rabble-rouser, Randle Patrick McMurphy inspires his fellow patients to rebel against the authoritarian rule of head nurse, Mildred Ratched.",/2Sns5oMb356JNdBHgBETjIpRYy9.jpg,108981275,133,762176,8.7,1975,DRAMA
156,156,One Night at McCool's,"PAUL REISER,JOHN GOODMAN,LIV TYLER,MATT DILLON",ONE NIGHT AT MCCOOL'S,5,0,2144,tt0203755,en,Every man has a different recollection of the beautiful young woman who wreaked havoc on their lives during one heated night.,/noW8q27mL4T0wKrVZ2MCAIvUKy3.jpg,0,93,26740,6.1,2001,COMEDY
157,157,You Only Live Twice,"ROBERT DOWNEY JR.,MARISA TOMEI",ONLY YOU,6.5,9500000,667,tt0062512,en,A mysterious space craft kidnaps a Russian and American space capsule and brings the world on the verge of another World War. James Bond investigates the case in Japan and meets with his archenemy Blofeld. The fifth film from the legendary James Bond series starring Sean Connery as the British super agent.,/7dnsJZniZK1Hbc9mOFDYa5W0dHi.jpg,111584787,117,82476,6.9,1967,ROMCOM
158,158,Out of Sight,"GEORGE CLOONEY,JENIFER LOPEZ,DON CHEADLE",OUT OF SIGHT,7,48000000,1389,tt0120780,en,"Meet Jack Foley, a smooth criminal who bends the law and is determined to make one last heist. Karen Sisco is a federal marshal who chooses all the right moves Ã_Â¢ÂŒÃ_ÂŒ_ and all the wrong guys. Now they're willing to risk it all to find out if there's more between them than just the law. Variety hails Out of Sight as ""a sly, sexy, vastly entertaining film.""",/hSL2Ta4ErgAxPEOlkkxZmrTSAET.jpg,77745568,123,76135,7,1998,CRIME
159,159,Panic Room,"JODIE FOSTER,FOREST WHITTAKER",PANIC ROOM,6.5,48000000,4547,tt0258000,en,"Trapped in their New York brownstone's panic room, a hidden chamber built as a sanctuary in the event of break-ins, newly divorced Meg Altman and her young daughter Sarah play a deadly game of cat-and-mouse with three intruders - Burnham, Raoul and Junior - during a brutal home invasion. But the room itself is the focal point because what the intruders really want is inside it.",/hjkugMBhYjV8ZXgvSnGXI3q7wt7.jpg,196397415,111,224366,6.8,2002,THRILLER
160,160,Paycheck,"BEN AFFLECK,UMA THURMAN",PAYCHECK,6,60000000,9620,tt0338337,en,"Michael Jennings is a genius who's hired Ã_Â¢ÂŒÃ_ÂŒÃ± and paid handsomely Ã_Â¢ÂŒÃ_ÂŒÃ± by high-tech firms to work on highly sensitive projects, after which his short-term memory is erased so he's incapable of breaching security. But at the end of a three-year job, he's told he isn't getting a paycheck and instead receives a mysterious envelope. In it are clues he must piece together to find out why he wasn't paid Ã_Â¢ÂŒÃ_ÂŒÃ± and why he's now in hot water.",/fvp8I0d21MMbpd0Z8HMeGZXMKGU.jpg,96269812,119,94736,6.3,2003,ACTION
161,161,Philadelphia,"TOM HANKS,DENZEL WASHINGTON",PHILADELPHIA,7.5,26000000,9800,tt0107818,en,No one would take his case until one man was willing to take on the system. Two competing lawyers join forces to sue a prestigious law firm for AIDS discrimination. As their unlikely friendship develops their courage overcomes the prejudice and corruption of their powerful adversaries.,/uyUSC7oX0alcAG9q6vke8WHGKkY.jpg,206678440,125,194825,7.7,1993,DRAMA
162,162,Pirates of the Caribbean: The Curse of the Black Pearl,"JOHNNY DEPP,ORLANDO BLOOM,KEIRA KNEIGHTLY",PIRATES OF THE CARIBBEAN: THE CURSE OF THE BLACK PEARL,7.5,140000000,22,tt0325980,en,"Jack Sparrow, a freewheeling 17th-century pirate, quarrels with a rival pirate bent on pillaging Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her.",/tkt9xR1kNX5R9rCebASKck44si2.jpg,655011224,143,902686,8,2003,ADVENTURE
163,163,Pleasantville,"TOBY MAGUIRE,REESE WITHERSPOON,WILLIAM H.MACY",PLEASANTVILLE,7,0,2657,tt0120789,en,"Geeky teenager David and his popular twin sister, Jennifer, get sucked into the black-and-white world of a 1950s TV sitcom called ""Pleasantville,"" and find a world where everything is peachy keen all the time. But when Jennifer's modern attitude disrupts Pleasantville's peaceful but boring routine, she literally brings color into its life.",/cKL23HqEEQis7Nbasr5kSyolbFZ.jpg,0,124,109806,7.5,1998,COMEDY
164,164,Pulp Fiction,"SAMUEL.L.JACKSON,JOHN TRAVOLTA,UMA THURMAN",PULP FICTION,9,8000000,680,tt0110912,en,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",/dM2w364MScsjFf8pfMbaWUcWrR.jpg,213928762,154,1494329,8.9,1994,CRIME
165,165,Punch-Drunk Love,"ADAM SANDLER,EMILY WATSON",PUNCH DRUNK LOVE,8.5,25000000,8051,tt0272338,en,A beleaguered small-business owner gets a harmonium and embarks on a romantic journey with a mysterious woman.,/k4pekJKEdaV2fv4S89A8GCV7u7Y.jpg,17000000,95,122020,7.3,2002,DRAMA
166,166,Quantum of Solace,DANIEL CRAIG,QUANTUM OF SOLACE,6.5,200000000,10764,tt0830515,en,"Quantum of Solace continues the adventures of James Bond after Casino Royale. Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.",/6mlNx0Jiqhg3D7NlANT9pidsgPJ.jpg,586090727,106,359044,6.6,2008,ACTION
167,167,Ratatouille,PETER O' TOOLE,RATATOUILLE,8,150000000,2062,tt0382932,en,"A rat named Remy dreams of becoming a great French chef despite his family's wishes and the obvious problem of being a rat in a decidedly rodent-phobic profession. When fate places Remy in the sewers of Paris, he finds himself ideally situated beneath a restaurant made famous by his culinary hero, Auguste Gusteau. Despite the apparent dangers of being an unlikely - and certainly unwanted - visitor in the kitchen of a fine French restaurant, Remy's passion for cooking soon sets into motion a hilarious and exciting rat race that turns the culinary world of Paris upside down.",/y8y6Fv0k068OnHBZtu949A1t6pj.jpg,623722818,111,528550,8,2007,ANIMATION
168,168,[REC],"MANUELA VELASCO,FERRAN TERRAZA",REC,8.5,1500000,8329,tt1038988,es,A television reporter and cameraman follow emergency workers into a dark apartment building and are quickly locked inside with something terrifying.,/lLSXs26iZe0aIzYrobr3FruUG36.jpg,30448000,78,144000,7.5,2007,HORROR
169,169,Roxanne,"STEVE MARTIN,DARYL HANNAH",ROXANNE,7,0,11584,tt0093886,en,"Based on the play ""Cyrano de Bergerac"", large nosed C.D. Bales falls for the beautiful Roxanne while she falls for his personality but another man's looks.",/c2XSGkpAIIof6Oi8Sr6wBvwt1Lk.jpg,40050884,107,35320,6.6,1987,COMEDY
170,170,Saving Private Ryan,"TOM HANKS,MATT DAMON",SAVING PRIVATE RYAN,8,70000000,857,tt0120815,en,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",/miDoEMlYDJhOCvxlzI0wZqBs9Yt.jpg,481840909,169,1006591,8.6,1998,DRAMA
171,171,Scent of a Woman,"AL PACINO,CHRIS O' DONELL,RADLEY WHITFORD",SCENT OF A  WOMAN ,8.5,31000000,9475,tt0105323,en,"Charlie Simms (Chris O'Donnell) is a student at a private preparatory school who comes from a poor family. To earn the money for his flight home to Gresham, Oregon for Christmas, Charlie takes a job over Thanksgiving looking after retired U.S. Army officer Lieutenant Colonel Frank Slade (Al Pacino), a cantankerous middle-aged man who lives with his niece and her family.",/22m6tUzIYxXs5cjyl7KJJPULlMT.jpg,134095253,157,215005,8,1992,DRAMA
172,172,Schindler's List,"RALPH FIENNES,LIAM NEESON",SCHINDLER'S LIST,8,22000000,424,tt0108052,en,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,/yPisjyLweCl1tbgwgtzBCNCBle.jpg,321365567,195,984080,8.9,1993,DRAMA
173,173,School of Rock,"JACK BLACK,JOAN CUSACK",SCHOOL OF ROCK,9,35000000,1584,tt0332379,en,"Fired from his band and hard up for cash, guitarist and vocalist Dewey Finn finagles his way into a job as a fifth-grade substitute teacher at a private school, where he secretly begins teaching his students the finer points of rock 'n' roll. The school's hard-nosed principal is rightly suspicious of Finn's activities. But Finn's roommate remains in the dark about what he's doing.",/cREN222Yw78zvSQ9bg17Y9QZS0c.jpg,131282949,109,228337,7.1,2003,COMEDY
174,174,Se7en,"BRAD PITT,MORGAN FREEMAN,GWYNETH PALTROW",SE7EN,7,33000000,807,tt0114369,en,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",/8zw8IL4zEPjkh8Aysdcd0FwGMb0.jpg,327311859,127,1165659,8.6,1995,CRIME
175,175,Secondhand Lions,"ROBERT DUVALL,MICHAEL CAINE",SECONDHAND LIONS,5,0,13156,tt0327137,en,"""Secondhand Lions"" follows the comedic adventures of an introverted boy left on the doorstep of a pair of reluctant, eccentric great-uncles, whose exotic remembrances stir the boy's spirit and re-ignite the men's lives.",/tMH0MShJOceh77Vg30OECnFcEzY.jpg,0,111,46412,7.6,2003,ADVENTURE
176,176,Secretary,"JAMES SPADER,MAGGIE GYLLENHALL",SECRETARY,7,4000000,11013,tt0274812,en,"A young woman, recently released from a mental hospital, gets a job as a secretary to a demanding lawyer, where their employer-employee relationship turns into a sexual, sadomasochistic one.",/dZaTYgy6sc6Z8ylaKdXw8yq5sRv.jpg,9304609,104,73260,7,2002,DRAMA
177,177,Sense and Sensibility,"HUGH GRANT,EMMA THOMPSON",SENSE AND SENSIBILITY,7,16500000,4584,tt0114388,en,"Rich Mr. Dashwood dies, leaving his second wife and her daughters poor by the rules of inheritance. Two daughters are the titular opposites.",/lA9HTy84Bb6ZwNeyoZKobcMdpMc.jpg,135000000,136,86025,7.7,1995,DRAMA
178,178,Serpico,AL PACINO,SERPICO,8,3000000,9040,tt0070666,en,The real-life struggle of an honest New York City cop against a corrupt system.,/dq3PTFp0lLlEa2TnJepEknU2Sys.jpg,29800000,129,89532,7.8,1973,CRIME
179,179,"Sex, Lies, and Videotape","JAMES SPADER,ANDIE MACDOWELL","SEX, LIES, AND VIDEOTAPE",7.5,1200000,1412,tt0098724,en,A sexually repressed woman's husband is having an affair with her sister. The arrival of a visitor with a rather unusual fetish changes everything.,/kOXATYKziiKmoMxgKA10JOO13JZ.jpg,0,100,41615,7.2,1989,DRAMA
180,180,Shallow Hal,"JACK BLACK,GWYNETH PALTROW",SHALLOW HAL,7,40000000,9889,tt0256380,en,"A shallow man falls in love with a 300 pound woman because of her ""inner beauty"".",/xhdJKfDp7TihFcO5CF6BFY1xImE.jpg,141069860,114,116216,5.9,2001,COMEDY
181,181,Shrek,"MIKE MYERS,CAMERON DIAZ,EDDIE MURPHY",SHREK,8,60000000,808,tt0126029,en,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",/140ewbWv8qHStD3mlBDvvGd0Zvu.jpg,484409218,90,517524,7.9,2001,ANIMATION
182,182,Shrek 2,"MIKE MYERS,CAMERON DIAZ,EDDIE MURPHY",SHREK 2,7,150000000,809,tt0298148,en,"Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.",/akWDA0BMVYK4OTM92T5i91DYnsT.jpg,919838758,93,350201,7.2,2004,ANIMATION
183,183,Sideways,"VIRGINIA MADSEN,SANDRA OH",SIDEWAYS,8,16000000,9675,tt0375063,en,"Two middle-aged men embark on a spiritual journey through Californian wine country. One is an unpublished novelist suffering from depression, and the other is only days away from walking down the aisle.",/xg9EXz9SPJMxnnIMC4f9r8m5izr.jpg,109502303,126,161318,7.5,2004,COMEDY
184,184,Signs,"MEL GIBSON,JACQUIN PHOENIX",SIGNS,7,72000000,2675,tt0286106,en,A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.,/bY9lCUVUajpkKWlfjWF1mtXaSUp.jpg,408247917,106,296712,6.7,2002,SCI-FI
185,185,The Simpsons Movie,"DAN CASTELLANTA,YEARDLY SMITH",SIMPSONS THE MOVIE,7,75000000,35,tt0462538,en,"After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",/eCytnEriVur3rT47NWfkgPXD9qs.jpg,527068851,87,277378,7.4,2007,ANIMATION
186,186,Sleepless in Seattle,"TOM HANKS,MEG RYAN",SLEEPLESS IN SEATTLE,7,21000000,858,tt0108160,en,A young boy who tries to set his dad up on a date after the death of his mother. He calls into a radio station to talk about his dadÃ_Â¢ÂŒÃ_ÂŒÂ»s loneliness which soon leads the dad into meeting a Journalist Annie who flies to Seattle to write a story about the boy and his dad. Yet Annie ends up with more than just a story in this popular romantic comedy.,/afkYP15OeUOD0tFEmj6VvejuOcz.jpg,227799884,105,135159,6.8,1993,ROMCOM
187,187,Sleepy Hollow,"JOHNNY DEPP,CHRISTINA RICCI",SLEEPY HOLLOW,7,100000000,2668,tt0162661,en,New York detective Ichabod Crane is sent to Sleepy Hollow to investigate a series of mysterious deaths in which the victims are found beheaded. But the locals believe the culprit to be none other than the ghost of the legendary Headless Horseman.,/mTN4m41lHKaIf0dVcWzVdCJOYik.jpg,206071502,105,290295,7.4,1999,HORROR
188,188,Sleuth,"MICHAEL CAINE,JUDE LAW",SLEUTH,6,0,4520,tt0857265,en,"On his sprawling country estate, an aging writer matches wits with the struggling actor who has stolen his wife's heart.",/5659i917XvBIf3i5fCPrOmCBja5.jpg,342835,86,27753,6.5,2007,DRAMA
189,189,Species,"NATASHA HENSTRIDGE,BEN KINGSLEY,MICHAEL MADSEN,FORREST WHITAKER",SPECIES,7,35000000,9348,tt0114508,en,"In 1993, the Search for Extra Terrestrial Intelligence Project receives a transmission detailing an alien DNA structure, along with instructions on how to splice it with human DNA. The result is Sil, a sensual but deadly creature who can change from a beautiful woman to an armour-plated killing machine in the blink of an eye.",/94P6kzKH8aPmQmPr9yZjgy7BtQQ.jpg,113374103,108,65597,5.8,1995,SCI-FI
190,190,Speed,"KEANU REEVES,SANDRA BULLOCK",SPEED,7,30000000,1637,tt0111257,en,"Los Angeles SWAT cop Jack Traven is up against bomb expert Howard Payne, who's after major ransom money. First it's a rigged elevator in a very tall building. Then it's a rigged bus--if it slows, it will blow, bad enough any day, but a nightmare in LA traffic. And that's still not the end.",/bDLiyoxdK8mZHaeYVOxMZj7WGkb.jpg,350448145,116,284346,7.2,1994,ACTION
191,191,Speed 2: Cruise Control,"SANDRA BULLOCK,WILLIAM DAFOE",SPEED 2: CRUISE CONTROL,4,160000000,1639,tt0120179,en,Sandra Bullock and Jason Patric star as a young couple whose dream cruise turns to terror when a lunatic computer genius (Willem Dafoe) sets a new course for destruction.,/iHktqeAGoJpENiiuXfsXaHmhr7D.jpg,164508066,121,65197,3.8,1997,ACTION
192,192,Spider-Man,"TOBEY MAGUIRE, KIRSTEN DUNST,WILLIAM DAFOE",SPIDERMAN,7,139000000,557,tt0145487,en,"After being bitten by a genetically altered spider, nerdy high school student Peter Parker is endowed with amazing powers.",/rZd0y1X1Gw4t5B3f01Qzj8DYY66.jpg,821708551,121,597652,7.3,2002,COMICBOOK
193,193,Spider-Man 2,"TOBEY MAGUIRE, KIRSTEN DUNST,ALFRED MOLINA",SPIDERMAN 2,8,200000000,558,tt0316654,en,"Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood.",/qtBFrsEQ4oXW8sKvRxkKnYuPLg.jpg,783766341,127,461267,7.3,2004,COMICBOOK
194,194,Spider-Man 3,"TOBEY MAGUIRE, KIRSTEN DUNST,JAMES FRANCO",SPIDERMAN 3,5,258000000,559,tt0413300,en,"The seemingly invincible Spider-Man goes up against an all-new crop of villain Ã_Â¢ÂŒÃ_ÂŒÃ± including the shape-shifting Sandman. While Spider-ManÃ_Â¢ÂŒÃ_ÂŒÂ»s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.",/rLwhewWypBL88VFGf6haSdnNj2U.jpg,890871626,139,425464,6.2,2007,COMICBOOK
